Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT5031,2.82,5.0,76.88,83.01,High
INT5032,3.91,5.0,84.91,83.18,High
INT5033,4.16,2.77,81.53,49.82,Low
INT5034,4.27,3.68,97.08,86.93,High
INT5035,1.56,3.24,89.78,89.4,High
INT5036,3.4,3.23,38.67,79.81,High
INT5037,4.87,4.14,39.46,52.09,Medium
INT5038,6.49,2.69,37.61,51.45,Medium
INT5039,5.49,4.28,84.67,74.93,Medium
INT5040,,1.66,91.9,58.4,Medium
INT5041,5.14,1.14,77.02,71.15,Medium
INT5042,4.54,1.0,80.27,49.18,Low
INT5043,2.38,1.0,76.35,62.86,Medium
INT5044,4.55,1.57,50.88,64.75,Medium
INT5045,5.02,2.87,53.6,62.46,Medium
INT5046,5.09,2.33,23.99,60.2,Medium
INT5047,3.53,3.17,32.28,46.72,Low
INT5048,4.49,1.0,70.04,58.58,Medium
INT5049,2.89,2.22,66.84,60.16,Medium
INT5050,3.76,2.78,81.87,67.74,Medium
INT5051,2.18,4.28,76.78,96.32,High
INT5052,5.4,5.0,53.1,74.87,Medium
INT5053,2.13,2.14,16.41,59.59,Medium
INT5054,1.03,2.56,63.89,88.64,High
INT5055,3.85,1.89,97.64,71.87,Medium
INT5056,4.94,3.78,54.32,65.12,Medium
INT5057,,1.8,96.94,58.63,Medium
INT5058,2.36,2.68,65.56,74.0,Medium
INT5059,4.21,2.75,38.75,57.18,Medium
INT5060,2.76,4.35,55.44,64.55,Medium
INT5061,6.84,1.8,53.55,26.68,Low
INT5062,6.24,1.8,71.48,42.63,Low
INT5063,4.13,2.97,4.18,57.53,Medium
INT5064,2.75,1.8,33.59,58.7,Medium
INT5065,5.58,2.2,78.12,41.3,Low
INT5066,1.26,3.57,6.99,89.96,High
INT5067,3.77,1.0,69.43,49.47,Low
INT5068,3.19,3.27,95.32,80.67,High
INT5069,6.44,1.0,92.79,46.94,Low
INT5070,1.39,5.0,2.53,99.24,High
INT5071,4.55,4.53,61.91,80.63,High
INT5072,5.48,,59.66,44.44,Low
INT5073,4.29,2.46,97.7,79.21,High
INT5074,1.84,1.0,60.14,58.95,Medium
INT5075,6.86,3.73,90.41,76.41,High
INT5076,3.68,2.89,68.45,61.68,Medium
INT5077,4.76,2.77,99.28,48.69,Low
INT5078,2.28,1.37,68.41,65.17,Medium
INT5079,3.94,1.0,67.58,48.18,Low
INT5080,3.72,2.37,81.87,65.16,Medium
INT5081,1.59,4.48,98.08,95.49,High
INT5082,1.81,3.68,61.96,82.19,High
INT5083,6.2,3.33,0.82,57.85,Medium
INT5084,2.05,1.0,87.73,66.65,Medium
INT5085,1.86,2.78,78.17,63.64,Medium
INT5086,4.16,2.2,87.79,56.7,Medium
INT5087,5.52,5.0,92.99,81.76,High
INT5088,1.63,2.34,74.3,62.77,Medium
INT5089,4.08,2.38,80.99,74.89,Medium
INT5090,1.41,,76.87,74.22,Medium
INT5091,1.28,1.0,0.4,72.25,Medium
INT5092,1.32,5.0,94.5,87.87,High
INT5093,5.77,2.63,67.78,56.12,Medium
INT5094,1.62,1.0,60.41,70.36,Medium
INT5095,1.0,4.97,4.03,86.4,High
INT5096,3.17,4.57,60.4,67.76,Medium
INT5097,5.65,1.21,74.92,49.51,Low
INT5098,2.65,4.04,95.18,80.74,High
INT5099,3.89,5.0,57.09,74.83,Medium
INT5100,1.0,1.91,9.35,64.34,Medium
INT5101,3.22,,58.31,66.31,Medium
INT5102,4.68,2.03,95.04,49.7,Low
INT5103,4.79,,80.09,53.22,Medium
INT5104,2.63,3.04,51.59,66.27,Medium
INT5105,2.78,4.0,81.66,93.3,High
INT5106,1.3,4.33,,100.0,High
INT5107,2.81,2.08,53.96,52.95,Medium
INT5108,1.75,1.68,2.28,79.91,High
INT5109,6.07,4.93,95.77,72.54,Medium
INT5110,6.98,1.8,50.48,28.03,Low
INT5111,7.0,3.86,48.88,63.5,Medium
INT5112,6.12,5.0,73.75,62.33,Medium
INT5113,5.0,3.61,67.35,77.94,High
INT5114,4.92,1.0,81.38,45.85,Low
INT5115,2.33,1.0,52.64,52.63,Medium
INT5116,4.98,5.0,87.65,76.8,High
INT5117,3.6,2.68,50.22,69.36,Medium
INT5118,,4.0,65.35,78.26,High
INT5119,5.72,1.0,75.2,41.9,Low
INT5120,2.52,1.39,68.85,71.62,Medium
INT5121,2.98,2.28,65.37,74.67,Medium
INT5122,6.35,1.94,91.54,41.53,Low
INT5123,1.62,2.85,96.74,89.3,High
INT5124,3.72,4.24,93.69,75.71,High
INT5125,6.51,1.57,53.17,40.92,Low
INT5126,4.18,1.89,94.21,63.88,Medium
INT5127,4.57,5.0,8.63,80.2,High
INT5128,2.62,1.0,70.46,73.14,Medium
INT5129,2.75,2.43,64.17,84.53,High
INT5130,5.83,3.97,54.91,40.56,Low
INT5131,4.12,1.07,73.95,59.65,Medium
INT5132,4.17,5.0,97.31,95.84,High
INT5133,,5.0,78.05,97.72,High
INT5134,1.0,1.92,0.0,69.9,Medium
INT5135,6.97,5.0,55.64,55.28,Medium
INT5136,3.65,1.8,3.21,52.12,Medium
INT5137,4.16,1.0,73.22,49.6,Low
INT5138,1.4,,97.56,75.87,High
INT5139,5.19,1.08,68.04,45.86,Low
INT5140,6.69,3.28,93.87,75.31,High
INT5141,3.97,2.84,31.23,63.02,Medium
INT5142,1.47,5.0,80.85,100.0,High
INT5143,4.05,4.65,80.03,70.62,Medium
INT5144,5.67,1.0,92.99,63.12,Medium
INT5145,,2.8,8.56,69.62,Medium
INT5146,,5.0,59.5,68.48,Medium
INT5147,4.72,3.64,60.98,71.23,Medium
INT5148,6.23,4.85,65.02,75.21,High
INT5149,5.06,5.0,57.68,74.51,Medium
INT5150,1.48,1.0,51.85,53.95,Medium
INT5151,2.91,5.0,76.72,84.28,High
INT5152,2.49,5.0,76.43,94.24,High
INT5153,6.78,5.0,92.2,80.77,High
INT5154,5.73,1.64,97.44,56.23,Medium
INT5155,4.86,4.62,76.93,60.26,Medium
INT5156,,2.72,96.5,90.63,High
INT5157,2.34,2.79,86.26,72.77,Medium
INT5158,5.74,5.0,42.08,60.44,Medium
INT5159,3.41,2.83,96.42,65.14,Medium
INT5160,1.89,1.33,83.37,72.25,Medium
INT5161,4.9,1.77,70.7,63.69,Medium
INT5162,1.68,2.92,5.88,87.63,High
INT5163,3.23,1.0,70.07,72.78,Medium
INT5164,4.14,4.57,55.71,62.44,Medium
INT5165,1.93,1.0,48.71,74.48,Medium
INT5166,6.71,3.24,91.2,47.76,Low
INT5167,2.43,2.79,86.44,58.91,Medium
INT5168,1.99,3.38,61.46,61.78,Medium
INT5169,2.4,2.33,97.83,87.76,High
INT5170,6.06,4.94,,67.88,Medium
INT5171,3.42,2.48,66.63,49.2,Low
INT5172,3.93,1.0,,43.38,Low
INT5173,1.54,3.8,5.01,82.42,High
INT5174,1.0,2.02,8.73,70.5,Medium
INT5175,3.87,4.0,81.16,86.92,High
INT5176,6.27,3.66,66.61,73.24,Medium
INT5177,6.12,2.11,99.48,60.25,Medium
INT5178,1.85,1.0,90.4,77.49,High
INT5179,4.06,2.09,,64.19,Medium
INT5180,6.77,1.0,86.19,45.29,Low
INT5181,2.9,1.0,52.7,62.02,Medium
INT5182,6.14,3.3,36.04,41.27,Low
INT5183,1.98,4.9,89.25,92.39,High
INT5184,6.6,4.66,74.13,57.69,Medium
INT5185,5.7,1.8,48.97,41.04,Low
INT5186,,3.49,76.3,62.31,Medium
INT5187,5.29,1.0,83.79,58.18,Medium
INT5188,3.64,2.84,48.03,78.43,High
INT5189,6.58,2.66,67.84,38.88,Low
INT5190,2.68,1.21,78.57,80.14,High
INT5191,2.75,4.0,95.49,99.37,High
INT5192,5.69,1.09,98.82,49.19,Low
INT5193,5.15,2.94,61.36,43.98,Low
INT5194,6.44,1.77,26.23,36.0,Low
INT5195,2.03,1.8,83.83,66.32,Medium
INT5196,5.68,2.31,70.73,48.95,Low
INT5197,,5.0,51.21,67.08,Medium
INT5198,1.25,2.65,67.34,95.79,High
INT5199,3.74,1.0,90.34,64.46,Medium
INT5200,2.62,2.17,54.27,81.58,High
INT5201,3.18,4.35,74.73,81.92,High
INT5202,6.92,4.69,,57.62,Medium
INT5203,4.67,1.0,,59.1,Medium
INT5204,5.26,1.57,60.97,45.32,Low
INT5205,6.78,3.75,76.3,48.87,Low
INT5206,3.02,2.4,50.55,56.07,Medium
INT5207,5.6,4.98,53.5,71.43,Medium
INT5208,3.3,3.05,66.8,77.36,High
INT5209,6.06,1.0,83.74,47.01,Low
INT5210,2.2,2.15,81.92,61.93,Medium
INT5211,6.58,5.0,69.04,64.84,Medium
INT5212,2.52,4.74,50.36,73.68,Medium
INT5213,3.45,5.0,62.61,79.11,High
INT5214,5.42,2.83,61.41,40.99,Low
INT5215,3.32,2.91,1.47,63.16,Medium
INT5216,4.31,2.16,,64.92,Medium
INT5217,3.56,2.44,82.35,84.92,High
INT5218,5.68,1.0,87.79,48.0,Low
INT5219,2.09,3.56,66.08,65.27,Medium
INT5220,1.03,3.43,74.48,78.26,High
INT5221,2.68,4.0,97.29,98.2,High
INT5222,4.17,5.0,72.47,92.4,High
INT5223,2.13,2.97,,98.99,High
INT5224,3.59,5.0,90.5,97.87,High
INT5225,3.8,2.62,79.7,51.12,Medium
INT5226,1.0,1.0,64.87,68.64,Medium
INT5227,4.04,1.39,73.88,54.86,Medium
INT5228,6.21,1.4,88.74,55.92,Medium
INT5229,1.93,4.0,,96.39,High
INT5230,4.61,3.57,74.87,82.79,High
INT5231,4.62,3.35,89.78,55.09,Medium
INT5232,3.14,1.48,63.05,67.71,Medium
INT5233,4.76,3.67,56.11,70.68,Medium
INT5234,3.81,2.65,,68.16,Medium
INT5235,4.48,2.21,97.18,53.29,Medium
INT5236,1.0,2.63,0.84,79.99,High
INT5237,4.86,3.3,81.76,61.34,Medium
INT5238,4.56,2.31,81.21,64.26,Medium
INT5239,1.61,1.75,6.82,68.98,Medium
INT5240,3.67,1.0,69.51,53.86,Medium
INT5241,6.63,5.0,85.35,77.23,High
INT5242,3.32,2.17,98.6,75.45,High
INT5243,3.87,3.69,58.4,64.43,Medium
INT5244,,2.82,70.52,73.64,Medium
INT5245,5.48,3.22,54.75,39.47,Low
INT5246,4.49,1.0,62.12,47.55,Low
INT5247,6.24,5.0,68.84,65.56,Medium
INT5248,5.79,1.84,44.69,50.91,Medium
INT5249,4.04,5.0,61.53,76.85,High
INT5250,3.68,1.0,61.38,55.63,Medium
INT5251,3.2,2.73,88.89,60.2,Medium
INT5252,7.0,2.87,98.13,56.3,Medium
INT5253,5.61,1.0,66.18,42.52,Low
INT5254,1.72,3.83,84.4,89.74,High
INT5255,6.46,4.36,62.9,53.87,Medium
INT5256,4.13,4.49,63.74,93.0,High
INT5257,1.23,5.0,83.65,95.68,High
INT5258,4.56,1.52,90.13,54.85,Medium
INT5259,3.78,5.0,1.72,71.74,Medium
INT5260,6.3,4.37,79.93,59.79,Medium
INT5261,2.26,3.48,53.34,88.15,High
INT5262,6.22,4.0,24.77,69.83,Medium
INT5263,4.67,4.1,63.12,66.04,Medium
INT5264,1.17,1.86,,78.87,High
INT5265,,3.35,85.32,61.28,Medium
INT5266,4.39,2.99,30.27,47.89,Low
INT5267,2.48,3.33,78.37,67.04,Medium
INT5268,4.04,3.27,58.52,70.71,Medium
INT5269,5.84,1.74,57.02,41.97,Low
INT5270,2.42,1.8,51.45,59.28,Medium
INT5271,2.23,1.8,42.01,53.91,Medium
INT5272,2.18,1.43,72.04,79.64,High
INT5273,2.33,2.25,68.0,63.21,Medium
INT5274,6.01,3.01,82.42,71.92,Medium
INT5275,3.84,2.3,73.51,58.61,Medium
INT5276,2.72,1.0,98.17,77.8,High
INT5277,2.34,3.43,46.07,72.19,Medium
INT5278,3.38,1.6,87.01,86.3,High
INT5279,6.91,2.22,62.86,49.0,Low
INT5280,3.4,5.0,75.44,86.04,High
INT5281,6.61,5.0,77.63,67.11,Medium
INT5282,3.71,5.0,66.46,80.12,High
INT5283,,5.0,73.59,97.01,High
INT5284,6.59,4.4,63.96,54.98,Medium
INT5285,3.41,2.95,50.3,66.4,Medium
INT5286,4.94,4.77,60.78,68.41,Medium
INT5287,7.0,3.58,85.0,60.81,Medium
INT5288,1.51,2.56,15.63,96.39,High
INT5289,1.96,2.87,26.4,80.48,High
INT5290,,5.0,70.4,80.54,High
INT5291,2.59,,51.87,56.37,Medium
INT5292,1.89,2.33,33.58,88.7,High
INT5293,1.0,3.59,6.8,95.51,High
INT5294,1.0,3.57,6.69,86.94,High
INT5295,5.53,1.3,60.29,51.9,Medium
INT5296,,3.94,62.87,86.43,High
INT5297,3.88,2.6,90.84,93.25,High
INT5298,4.52,3.47,60.45,52.65,Medium
INT5299,3.12,,11.79,69.13,Medium
INT5300,1.36,4.17,9.42,78.67,High
INT5301,5.93,5.0,78.06,75.86,High
INT5302,1.39,1.92,8.23,83.56,High
INT5303,5.56,1.8,94.99,54.79,Medium
INT5304,6.83,4.13,60.99,51.09,Medium
INT5305,4.01,5.0,87.07,76.4,High
INT5306,4.26,,57.95,46.22,Low
INT5307,3.8,3.21,,78.93,High
INT5308,2.84,4.52,93.53,95.21,High
INT5309,6.53,2.4,72.9,64.96,Medium
INT5310,6.42,1.0,55.18,42.65,Low
INT5311,3.45,4.77,91.02,93.75,High
INT5312,,,56.8,61.8,Medium
INT5313,7.0,1.0,85.29,42.64,Low
INT5314,7.0,1.0,56.18,38.11,Low
INT5315,4.5,1.0,52.41,58.18,Medium
INT5316,3.55,5.0,,76.43,High
INT5317,2.32,1.0,56.35,51.78,Medium
INT5318,7.0,1.0,62.99,34.61,Low
INT5319,2.15,2.03,55.18,77.7,High
INT5320,4.19,2.34,75.67,63.99,Medium
INT5321,2.96,4.93,53.49,76.04,High
INT5322,2.75,2.98,61.17,78.54,High
INT5323,3.04,2.0,72.0,52.53,Medium
INT5324,6.99,4.0,73.7,72.72,Medium
INT5325,1.76,1.0,,69.48,Medium
INT5326,4.48,3.01,85.28,65.89,Medium
INT5327,1.79,5.0,52.36,75.96,High
INT5328,1.46,2.47,54.03,62.24,Medium
INT5329,3.87,5.0,53.04,83.71,High
INT5330,4.51,3.75,71.16,68.45,Medium
INT5331,2.55,1.03,52.09,46.42,Low
INT5332,2.74,5.0,87.3,90.54,High
INT5333,1.67,3.15,61.15,75.37,High
INT5334,3.24,4.6,63.54,91.56,High
INT5335,6.48,2.9,74.32,51.4,Medium
INT5336,6.57,2.34,48.31,68.18,Medium
INT5337,2.67,1.0,8.78,58.12,Medium
INT5338,4.43,1.07,85.66,59.69,Medium
INT5339,6.5,1.0,51.9,52.57,Medium
INT5340,1.48,1.0,0.42,73.28,Medium
INT5341,5.77,3.62,71.11,60.66,Medium
INT5342,6.76,2.37,90.43,59.31,Medium
INT5343,1.94,1.89,69.0,64.12,Medium
INT5344,1.79,1.81,25.53,58.33,Medium
INT5345,6.93,3.68,62.97,57.14,Medium
INT5346,4.49,2.34,64.46,79.9,High
INT5347,1.0,1.58,4.71,78.09,High
INT5348,2.21,3.06,60.64,72.76,Medium
INT5349,3.7,1.0,34.74,49.22,Low
INT5350,5.02,1.49,65.26,59.47,Medium
INT5351,5.17,2.65,83.95,44.76,Low
INT5352,7.0,1.0,94.47,54.93,Medium
INT5353,,5.0,83.73,84.21,High
INT5354,4.59,3.67,30.55,90.82,High
INT5355,,3.33,77.18,65.96,Medium
INT5356,3.87,3.86,53.45,70.82,Medium
INT5357,2.3,,0.48,74.91,Medium
INT5358,7.0,4.0,40.08,75.59,High
INT5359,6.01,1.0,66.39,52.94,Medium
INT5360,3.98,,61.03,52.33,Medium
INT5361,4.71,3.55,73.31,79.42,High
INT5362,2.65,1.0,83.32,64.42,Medium
INT5363,4.61,1.0,69.25,49.38,Low
INT5364,4.75,1.8,90.13,52.86,Medium
INT5365,4.49,3.37,86.93,84.29,High
INT5366,7.0,1.84,3.04,32.79,Low
INT5367,4.76,5.0,99.26,82.41,High
INT5368,2.92,2.61,64.76,61.84,Medium
INT5369,5.95,1.82,82.24,38.68,Low
INT5370,2.07,,92.77,82.77,High
INT5371,3.63,1.0,9.1,61.15,Medium
INT5372,3.39,5.0,58.11,83.83,High
INT5373,3.18,4.52,38.76,76.68,High
INT5374,5.8,2.75,79.52,58.77,Medium
INT5375,3.89,1.0,52.78,40.05,Low
INT5376,6.21,1.62,99.29,76.44,High
INT5377,4.26,4.17,90.0,83.55,High
INT5378,2.76,2.88,93.44,86.39,High
INT5379,6.26,3.32,84.71,79.27,High
INT5380,2.08,3.4,59.3,57.48,Medium
INT5381,2.54,5.0,51.55,87.86,High
INT5382,3.83,3.09,93.23,69.34,Medium
INT5383,2.64,2.65,69.82,50.92,Medium
INT5384,1.17,4.0,3.98,88.36,High
INT5385,4.81,5.0,78.08,86.43,High
INT5386,4.54,3.42,71.04,71.42,Medium
INT5387,3.3,1.73,82.58,55.75,Medium
INT5388,6.69,1.81,74.19,43.35,Low
INT5389,4.36,3.67,84.86,68.2,Medium
INT5390,6.31,4.39,,80.56,High
INT5391,1.75,2.4,59.78,64.16,Medium
INT5392,4.02,2.3,45.85,79.99,High
INT5393,6.66,1.17,49.63,51.6,Medium
INT5394,4.42,2.23,,79.55,High
INT5395,5.15,2.68,7.16,77.85,High
INT5396,3.18,4.31,,63.92,Medium
INT5397,1.27,2.26,82.67,73.53,Medium
INT5398,3.35,5.0,70.96,82.64,High
INT5399,3.02,3.92,71.97,77.79,High
INT5400,5.87,5.0,94.72,73.98,Medium
INT5401,2.16,2.49,8.42,75.73,High
INT5402,,3.21,82.24,44.79,Low
INT5403,6.87,4.0,52.9,57.29,Medium
INT5404,2.62,1.58,84.79,62.55,Medium
INT5405,2.59,5.0,49.6,92.23,High
INT5406,6.79,2.8,39.22,42.49,Low
INT5407,,3.74,60.98,58.56,Medium
INT5408,4.12,1.94,65.07,71.23,Medium
INT5409,2.79,2.07,71.34,66.03,Medium
INT5410,,2.04,60.59,59.31,Medium
INT5411,4.8,1.99,51.67,61.48,Medium
INT5412,2.96,1.23,70.7,74.51,Medium
INT5413,5.08,4.33,90.86,79.97,High
INT5414,1.14,3.03,69.38,72.58,Medium
INT5415,1.29,3.57,3.1,87.91,High
INT5416,3.41,3.81,60.49,79.32,High
INT5417,3.18,1.41,70.83,52.73,Medium
INT5418,2.49,3.4,96.38,76.07,High
INT5419,3.87,2.73,78.32,69.28,Medium
INT5420,3.34,1.42,95.1,70.2,Medium
INT5421,,1.29,95.1,78.94,High
INT5422,2.95,2.75,97.21,88.52,High
INT5423,6.92,1.0,68.74,49.24,Low
INT5424,3.08,5.0,50.16,71.08,Medium
INT5425,3.37,2.74,96.7,97.16,High
INT5426,4.21,2.26,56.87,64.3,Medium
INT5427,6.89,2.45,,49.42,Low
INT5428,2.68,2.08,52.77,48.77,Low
INT5429,5.05,3.46,,70.1,Medium
INT5430,4.93,1.94,81.04,50.87,Medium
INT5431,4.58,3.26,37.58,72.36,Medium
INT5432,1.19,4.72,51.28,91.0,High
INT5433,5.31,4.98,73.82,69.63,Medium
INT5434,1.05,2.9,72.11,85.44,High
INT5435,4.56,1.78,87.84,65.51,Medium
INT5436,5.63,1.8,63.98,44.0,Low
INT5437,,3.19,60.88,79.73,High
INT5438,5.63,1.94,6.0,35.93,Low
INT5439,1.24,5.0,4.51,90.85,High
INT5440,5.61,1.8,79.96,44.08,Low
INT5441,3.85,5.0,73.58,86.23,High
INT5442,2.56,3.23,66.84,63.36,Medium
INT5443,1.63,1.06,68.72,78.74,High
INT5444,6.71,,68.55,53.07,Medium
INT5445,1.87,1.83,98.62,87.99,High
INT5446,2.16,1.0,29.52,70.93,Medium
INT5447,3.59,1.87,90.9,75.78,High
INT5448,4.38,1.25,85.41,57.13,Medium
INT5449,4.48,3.55,,56.97,Medium
INT5450,1.9,4.04,5.24,82.45,High
INT5451,3.11,2.26,8.45,77.33,High
INT5452,,3.55,,69.78,Medium
INT5453,2.06,4.0,70.27,95.06,High
INT5454,3.1,3.8,77.76,72.1,Medium
INT5455,5.65,1.8,62.66,43.56,Low
INT5456,2.23,3.71,51.77,64.68,Medium
INT5457,3.61,5.0,91.8,92.47,High
INT5458,,1.0,94.82,58.46,Medium
INT5459,6.49,2.72,25.63,53.72,Medium
INT5460,6.53,3.99,89.35,58.01,Medium
INT5461,5.9,1.48,87.06,47.39,Low
INT5462,2.8,3.27,58.92,83.02,High
INT5463,1.3,,71.09,78.83,High
INT5464,3.31,1.98,31.46,66.28,Medium
INT5465,2.34,3.31,88.0,95.02,High
INT5466,4.23,3.35,91.88,77.92,High
INT5467,5.91,5.0,54.74,69.23,Medium
INT5468,5.92,3.32,78.15,59.94,Medium
INT5469,5.6,5.0,88.09,72.89,Medium
INT5470,3.03,5.0,89.31,88.71,High
INT5471,4.67,1.0,29.03,41.24,Low
INT5472,3.28,3.1,76.28,83.57,High
INT5473,1.82,3.25,92.88,86.6,High
INT5474,5.45,2.08,65.93,38.26,Low
INT5475,1.29,2.83,0.0,84.49,High
INT5476,3.2,2.13,90.22,55.65,Medium
INT5477,2.55,3.74,54.47,73.48,Medium
INT5478,5.46,3.99,92.97,73.28,Medium
INT5479,5.66,,65.56,76.34,High
INT5480,3.0,2.53,,49.36,Low
INT5481,6.15,4.22,61.71,54.8,Medium
INT5482,2.67,3.45,28.6,53.77,Medium
INT5483,3.32,2.46,,68.53,Medium
INT5484,5.66,,84.64,75.02,High
INT5485,5.11,3.69,60.7,64.05,Medium
INT5486,7.0,3.26,96.74,75.73,High
INT5487,2.29,3.41,75.82,86.19,High
INT5488,4.69,1.11,73.0,42.23,Low
INT5489,4.33,1.0,71.71,61.62,Medium
INT5490,6.73,1.75,84.63,61.79,Medium
INT5491,2.01,4.59,33.26,80.86,High
INT5492,5.41,1.0,56.43,44.02,Low
INT5493,4.4,3.01,55.57,68.98,Medium
INT5494,2.7,2.43,71.42,69.31,Medium
INT5495,3.59,1.56,53.7,57.65,Medium
INT5496,2.88,5.0,76.47,89.66,High
INT5497,4.27,4.23,82.37,62.82,Medium
INT5498,6.22,1.91,6.39,33.05,Low
INT5499,4.42,2.03,90.02,48.33,Low
INT5500,4.46,5.0,83.49,81.69,High
INT5501,4.0,4.64,82.52,84.71,High
INT5502,1.2,3.55,71.04,83.04,High
INT5503,2.19,2.26,98.1,82.0,High
INT5504,4.45,5.0,63.71,79.56,High
INT5505,2.43,5.0,78.89,77.28,High
INT5506,2.23,4.18,41.39,89.98,High
INT5507,3.69,3.06,87.24,84.89,High
INT5508,3.28,4.12,52.39,56.86,Medium
INT5509,2.96,1.91,52.29,63.09,Medium
INT5510,3.68,1.8,90.54,56.56,Medium
INT5511,2.12,1.17,71.71,64.68,Medium
INT5512,6.32,5.0,67.06,64.96,Medium
INT5513,5.85,5.0,80.38,74.75,Medium
INT5514,5.07,4.7,85.09,74.91,Medium
INT5515,1.48,3.66,24.42,73.47,Medium
INT5516,5.56,1.0,22.7,41.16,Low
INT5517,5.72,1.0,97.91,47.89,Low
INT5518,5.52,3.3,79.48,59.98,Medium
INT5519,1.89,,6.86,75.91,High
INT5520,,5.0,90.07,75.03,High
INT5521,5.53,2.63,76.26,37.2,Low
INT5522,4.45,5.0,24.62,80.28,High
INT5523,4.83,1.46,24.83,56.79,Medium
INT5524,3.31,5.0,69.84,77.18,High
INT5525,3.8,2.94,1.53,74.1,Medium
INT5526,1.22,1.0,4.32,62.33,Medium
INT5527,4.56,5.0,,73.53,Medium
INT5528,1.87,1.84,94.66,95.26,High
INT5529,3.28,2.91,56.09,64.36,Medium
INT5530,2.28,3.86,81.48,73.85,Medium
INT5531,4.22,1.15,38.49,49.45,Low
INT5532,2.29,3.42,80.29,84.98,High
INT5533,5.28,4.0,7.96,79.39,High
INT5534,5.62,2.97,55.08,31.69,Low
INT5535,1.5,1.05,79.12,66.66,Medium
INT5536,1.61,4.41,84.15,96.65,High
INT5537,1.58,1.0,84.01,73.97,Medium
INT5538,6.41,1.62,81.85,62.65,Medium
INT5539,4.25,2.94,75.01,63.47,Medium
INT5540,3.57,3.19,37.67,69.43,Medium
INT5541,1.21,4.26,51.26,75.53,High
INT5542,5.16,1.2,84.51,54.61,Medium
INT5543,6.3,1.0,82.74,37.71,Low
INT5544,6.31,3.78,,71.44,Medium
INT5545,4.52,3.78,20.16,67.46,Medium
INT5546,1.6,3.48,60.53,81.76,High
INT5547,1.29,3.37,63.01,85.92,High
INT5548,1.09,1.8,9.79,76.46,High
INT5549,2.7,2.69,61.14,63.87,Medium
INT5550,2.14,3.23,45.37,89.53,High
INT5551,2.38,1.0,62.6,69.59,Medium
INT5552,3.61,3.03,55.54,56.37,Medium
INT5553,6.84,1.8,2.54,44.74,Low
INT5554,4.51,1.8,94.63,53.43,Medium
INT5555,6.39,,16.21,43.09,Low
INT5556,5.27,5.0,,80.79,High
INT5557,1.83,4.47,49.08,94.96,High
INT5558,5.42,3.59,66.2,68.73,Medium
INT5559,2.6,5.0,35.07,95.55,High
INT5560,5.18,5.0,80.72,84.35,High
INT5561,2.84,3.91,55.36,75.05,High
INT5562,6.53,1.0,53.72,30.34,Low
INT5563,2.96,2.19,65.93,86.85,High
INT5564,3.0,3.45,65.97,64.7,Medium
INT5565,6.45,1.87,8.7,38.51,Low
INT5566,1.0,1.73,0.89,75.47,High
INT5567,5.36,2.86,64.15,57.54,Medium
INT5568,,3.09,72.22,57.23,Medium
INT5569,5.94,1.8,68.39,43.11,Low
INT5570,6.44,1.81,0.0,58.78,Medium
INT5571,6.95,5.0,80.18,72.66,Medium
INT5572,1.0,3.08,82.68,80.93,High
INT5573,6.06,2.51,60.53,64.26,Medium
INT5574,5.05,1.8,30.83,48.54,Low
INT5575,4.87,3.27,51.06,38.91,Low
INT5576,1.45,4.1,33.2,75.39,High
INT5577,4.5,2.65,63.25,62.52,Medium
INT5578,6.7,1.64,53.27,50.88,Medium
INT5579,6.44,3.18,80.13,68.38,Medium
INT5580,3.77,5.0,99.91,85.77,High
INT5581,1.0,5.0,0.0,94.31,High
INT5582,3.38,1.0,91.06,69.31,Medium
INT5583,6.17,1.8,55.94,37.88,Low
INT5584,5.15,2.2,44.36,69.59,Medium
INT5585,3.6,2.24,82.16,58.36,Medium
INT5586,1.67,2.96,95.14,81.38,High
INT5587,3.84,1.63,55.7,54.92,Medium
INT5588,4.29,1.59,65.77,61.18,Medium
INT5589,6.44,1.24,54.54,35.2,Low
INT5590,5.26,1.8,70.37,42.03,Low
INT5591,2.46,3.43,95.58,81.63,High
INT5592,4.06,2.44,89.08,74.31,Medium
INT5593,1.37,2.83,86.15,88.73,High
INT5594,6.78,2.64,76.65,59.1,Medium
INT5595,,,94.17,60.03,Medium
INT5596,3.54,1.0,72.47,59.98,Medium
INT5597,3.5,3.12,57.48,50.41,Medium
INT5598,,5.0,91.88,82.82,High
INT5599,5.37,,63.98,69.37,Medium
INT5600,4.79,2.61,52.68,46.65,Low
INT5601,2.74,,56.3,58.45,Medium
INT5602,2.8,3.87,80.45,95.26,High
INT5603,1.76,4.98,47.43,85.88,High
INT5604,5.17,5.0,32.38,75.76,High
INT5605,1.0,1.86,0.0,74.02,Medium
INT5606,4.29,2.64,,55.11,Medium
INT5607,6.42,3.94,96.03,70.83,Medium
INT5608,6.36,2.74,79.25,62.13,Medium
INT5609,3.42,3.52,,80.46,High
INT5610,3.74,1.21,87.65,77.97,High
INT5611,1.42,3.05,62.89,76.91,High
INT5612,5.21,4.74,65.51,65.53,Medium
INT5613,5.43,,51.46,46.05,Low
INT5614,2.56,2.21,50.95,58.04,Medium
INT5615,3.64,5.0,32.41,85.98,High
INT5616,6.28,3.04,52.33,53.08,Medium
INT5617,6.65,1.19,55.4,50.3,Medium
